date,wage_nominal_uah,employed_mln,budget_revenue_bln_uah,pit_bln_uah
2005-01-01,610.5673710051162,19.853,12.214103361911818,2.3926279201358014
2005-02-01,635.0609126574437,19.688,12.258829168966358,2.513685231590009
2005-03-01,632.0233097024342,19.795,12.861638055197009,2.4956430361328916
2005-04-01,632.243558859293,19.881,13.50600631966418,2.7572548702610944
2005-05-01,676.6880033037373,20.143,14.890923123945896,3.0296338210330607
2005-06-01,680.4781242113474,20.253,15.34095181970706,2.9670681432382184
2005-07-01,742.735219216739,20.434,16.772177645452327,3.3511923045833
2005-08-01,708.2386950237455,20.295,15.459692900382827,3.125664861369332
2005-09-01,692.022850850024,20.075,15.302954673890813,2.838444749818123
2005-10-01,737.2932296326886,20.23,15.690842204098326,3.26360035567052
2005-11-01,776.4700484089293,20.204,17.09713240290168,3.4576994584107994
2005-12-01,876.1786771285016,19.844,18.60474832388169,3.8074852477568504
2006-01-01,693.0665058918645,19.546,13.307867079442476,2.7743093760124795
2006-02-01,711.3265289862293,19.579,13.16430624793516,2.4296781290223683
2006-03-01,737.3049860248425,19.756,15.415399286312784,3.2542320495269803
2006-04-01,762.5867028363665,19.921,15.993712635915715,3.102794732594331
2006-05-01,840.0334509358061,20.039,16.21275390460729,2.9112710670618616
2006-06-01,849.0639281648329,19.903,17.851863398363516,3.4741502119843215
2006-07-01,920.7105400881138,20.255,19.056960378310254,4.077394082927432
2006-08-01,867.6496999367978,20.157,18.55079744660404,3.7798086200579415
2006-09-01,871.9839670637556,19.73,16.997898452180817,3.4955852733883908
2006-10-01,914.9827925069775,19.973,18.988509981844135,3.7764680910079576
2006-11-01,987.9504962894147,20.059,21.016861730099578,4.279774467872352
2006-12-01,1133.641592346089,19.772,22.266358967213527,4.531149278883718
2007-01-01,803.9831108908029,19.226,14.167484695210574,2.862088097425509
2007-02-01,863.1686438383002,19.105,15.222436404644428,3.0533116920317376
2007-03-01,874.9576658093524,19.206,17.61088740748452,3.616771507206402
2007-04-01,912.2066642031195,19.229,17.49272525365008,3.7864128271786752
2007-05-01,1006.0048319812375,19.384,19.452326412840385,4.196476045223829
2007-06-01,1012.3470273454111,19.604,20.418105083513854,4.2770034570300925
2007-07-01,1123.082587449028,19.591,22.29609558178917,4.249387428197396
2007-08-01,1075.4953960890848,19.53,21.817775183067372,3.9333115351710823
2007-09-01,1082.3930517008398,19.256,19.735600482966145,4.047488730008781
2007-10-01,1150.4742390610932,19.586,22.68965432882707,4.37099078204893
2007-11-01,1260.3144304074149,19.632,24.742209715700472,5.097129893120399
2007-12-01,1441.5602801480204,19.225,26.61673412412998,5.245421005927899
2008-01-01,996.5832229083127,18.926,18.084453619867727,3.579291976295452
2008-02-01,1104.0253263993013,18.949,20.256608663594854,3.89052530059993
2008-03-01,1143.9757808988772,19.207,23.64435993852623,4.588027237039105
2008-04-01,1186.4034856966607,19.24,23.21321829382755,4.5375687246431315
2008-05-01,1314.4458811411646,19.276,26.032966884258077,5.0354115473775485
2008-06-01,1303.394123618821,19.279,26.5589714385192,5.320545641132385
2008-07-01,1395.0677236636338,19.378,25.511955114710762,5.341860012747924
2008-08-01,1366.99733328766,19.347,26.111676666805245,5.141548418279424
2008-09-01,1350.3238281845543,19.231,24.425290206410278,5.107836912152803
2008-10-01,1367.6569107664398,19.236,21.459282393186875,4.206760977426422
2008-11-01,1455.4344019831121,19.225,22.830536030174706,4.842277241310199
2008-12-01,1458.479195693293,18.919,22.925986326174073,5.113274251850646
2009-01-01,1309.418793270724,18.517,22.329417920751396,4.664594672110265
2009-02-01,1351.910677907733,18.581,21.822002833810103,4.676110768078936
2009-03-01,1379.1323001459725,18.752,23.169590065484805,5.02706379272419
2009-04-01,1439.1953322477987,18.69,24.12961783293006,5.081189443776945
2009-05-01,1523.723890447598,18.838,24.34685614909529,4.886279519507186
2009-06-01,1526.6289647576077,18.821,23.848903348157567,4.8079700669202206
2009-07-01,1676.6168754299636,19.047,27.30421478712687,5.384926474950648
2009-08-01,1602.2519390327054,18.993,29.801075506318167,6.007659364456543
2009-09-01,1571.9100517948254,18.646,28.252414697067664,5.395003058923235
2009-10-01,1688.8165322190073,19.07,30.65859517539145,6.052860041133577
2009-11-01,1813.3374524301094,18.964,32.47732539766043,6.383659897833655
2009-12-01,2035.0252455743018,18.552,37.920505421212475,7.6098362160979205
2010-01-01,1498.1139661064021,18.189,24.590016381798588,5.187122495698309
2010-02-01,1620.9535785404414,18.136,23.69102930436932,4.782255278950906
2010-03-01,1638.3148018556135,18.357,27.851218339733887,5.673631568653031
2010-04-01,1726.9531300852798,18.307,26.81897646457612,5.744769794237186
2010-05-01,1837.8304362106946,18.386,31.624839713088946,6.4029177403295146
2010-06-01,1900.4839316079433,18.328,32.11376250958556,6.129345906371658
2010-07-01,2041.8329533268732,18.458,33.56604668193101,6.585537681845885
2010-08-01,2024.0157128889757,18.385,33.06843335514776,6.728291570769793
2010-09-01,1961.2400700481396,18.262,31.46068525211905,6.294061932053091
2010-10-01,2080.6025519214018,18.378,33.53385953272122,7.0383873930309235
2010-11-01,2275.134570578131,18.458,39.3021185426066,8.370916168905929
2010-12-01,2569.713488695557,18.049,40.651403837480736,7.828308159668399
2011-01-01,1821.3173967976336,17.835,27.408566062005395,5.115297686383312
2011-02-01,1973.1880682747885,17.91,28.417253868750716,5.8409329063428554
2011-03-01,2000.5086790699343,18.13,31.234846164174684,6.567769840715801
2011-04-01,2078.4060440663184,18.066,30.634481645820795,6.331032101275508
2011-05-01,2272.6284657374094,18.054,36.72243104391543,7.5181256559816125
2011-06-01,2303.3927889021893,17.982,36.02106307361775,7.320043063505767
2011-07-01,2505.5446169522884,18.299,39.51820659371954,7.825964831548219
2011-08-01,2404.2802594392006,18.013,37.689101414652136,7.837981975682244
2011-09-01,2428.947881520401,18.03,36.612269945662064,7.281588202276887
2011-10-01,2566.725936068602,18.389,39.854076739249955,8.289626309386017
2011-11-01,2831.30798321456,18.253,43.76277565820538,8.922529233778
2011-12-01,3204.1896114270216,17.825,50.9698433038372,10.467132826471351
2012-01-01,2267.340364356325,17.759,32.64280951635899,6.754222811891264
2012-02-01,2415.9440483542917,17.727,34.357700659091115,7.0599224880691
2012-03-01,2526.618450204599,17.86,35.97876029983295,7.624579814044906
